filename,score
CtrSVDD_0024_E_0000120,-5.6907569659
CtrSVDD_0025_E_0000121,-6.6587093469
CtrSVDD_0026_E_0000122,-5.8643930476
CtrSVDD_0027_E_0000123,-4.9161124907
CtrSVDD_0028_E_0000124,-5.7224302729
CtrSVDD_0029_E_0000125,-5.7268144620
CtrSVDD_0030_E_0000126,-3.4896718316
CtrSVDD_0031_E_0000127,-5.0427667083
CtrSVDD_0032_E_0000128,-6.8864574464
CtrSVDD_0033_E_0000129,0.2106667507
CtrSVDD_0034_E_0000130,-4.8722368981
CtrSVDD_0035_E_0000131,-3.3539950753
CtrSVDD_0036_E_0000132,1.0443641049
CtrSVDD_0037_E_0000133,-6.7097407558
CtrSVDD_0038_E_0000134,-6.7431419064
CtrSVDD_0039_E_0000135,-6.2079565079
CtrSVDD_0040_E_0000136,-7.1398783309
CtrSVDD_0041_E_0000137,-1.2555934900
CtrSVDD_0042_E_0000138,-6.9628253418
CtrSVDD_0043_E_0000139,0.9012595106
CtrSVDD_0044_E_0000140,-5.3543842023
CtrSVDD_0045_E_0000141,-5.7867020370
CtrSVDD_0046_E_0000142,0.8742407230
CtrSVDD_0047_E_0000143,-6.4220652186
CtrSVDD_0000_E_0000144,-6.2911026508
CtrSVDD_0001_E_0000145,-7.2867700540
CtrSVDD_0002_E_0000146,-4.0393343544
CtrSVDD_0003_E_0000147,-6.7884165673
CtrSVDD_0004_E_0000148,-5.2290566163
CtrSVDD_0005_E_0000149,-6.3091264841
CtrSVDD_0006_E_0000150,-5.5188713865
CtrSVDD_0007_E_0000151,-1.1197159605
CtrSVDD_0008_E_0000152,-0.3788501997
CtrSVDD_0009_E_0000153,-0.0370763774
CtrSVDD_0010_E_0000154,-0.1481118923
CtrSVDD_0011_E_0000155,-2.8067091987
CtrSVDD_0012_E_0000156,0.2639055764
CtrSVDD_0013_E_0000157,-7.2085020320
CtrSVDD_0014_E_0000158,-7.4443679424
CtrSVDD_0015_E_0000159,-4.1753438715
CtrSVDD_0016_E_0000160,-4.1622445735
CtrSVDD_0017_E_0000161,-6.8898945813
CtrSVDD_0018_E_0000162,-4.9634626383
CtrSVDD_0019_E_0000163,-5.7230189224
CtrSVDD_0020_E_0000164,-6.4612747522
CtrSVDD_0021_E_0000165,0.9949625801
CtrSVDD_0022_E_0000166,-0.0735025060
CtrSVDD_0023_E_0000167,1.1784885851
CtrSVDD_0024_E_0000168,-5.6863460535
CtrSVDD_0025_E_0000169,-6.0948437002
CtrSVDD_0026_E_0000170,-7.5155360638
CtrSVDD_0027_E_0000171,-8.9014703775
CtrSVDD_0028_E_0000172,0.2856951664
CtrSVDD_0029_E_0000173,-5.8344268197
CtrSVDD_0030_E_0000174,-8.8789579543
CtrSVDD_0031_E_0000175,-6.0483685186
CtrSVDD_0032_E_0000176,-6.9969484312
CtrSVDD_0033_E_0000177,-4.5680937489
CtrSVDD_0034_E_0000178,-5.6611339524
CtrSVDD_0035_E_0000179,-6.4513927510
CtrSVDD_0036_E_0000180,-6.8750329850
CtrSVDD_0037_E_0000181,-5.8847627167
CtrSVDD_0038_E_0000182,-5.6593894835
CtrSVDD_0039_E_0000183,0.4801251684
CtrSVDD_0040_E_0000184,-3.8560959703
CtrSVDD_0041_E_0000185,-8.6629896742
CtrSVDD_0042_E_0000186,-7.4214279684
CtrSVDD_0043_E_0000187,-4.1180299707
CtrSVDD_0044_E_0000188,-4.8252008685
CtrSVDD_0045_E_0000189,-6.4102410223
CtrSVDD_0046_E_0000190,-3.1424163429
CtrSVDD_0047_E_0000191,-5.9122357401
CtrSVDD_0000_E_0000192,-6.1921253303
CtrSVDD_0001_E_0000193,-8.7038831043
CtrSVDD_0002_E_0000194,-6.9412896589
CtrSVDD_0003_E_0000195,-4.4745601783
CtrSVDD_0004_E_0000196,-5.5078499130
CtrSVDD_0005_E_0000197,-5.2289315115
CtrSVDD_0006_E_0000198,-5.2444061755
CtrSVDD_0007_E_0000199,-7.0416652721
CtrSVDD_0008_E_0000200,-6.6984536477
CtrSVDD_0009_E_0000201,-5.9517976997
CtrSVDD_0010_E_0000202,-5.8365958407
CtrSVDD_0011_E_0000203,-4.3684411353
CtrSVDD_0012_E_0000204,-7.5955064174
CtrSVDD_0013_E_0000205,-4.5295504185
CtrSVDD_0014_E_0000206,-7.1050831458
CtrSVDD_0015_E_0000207,-4.7085351310
CtrSVDD_0016_E_0000208,-8.4436349121
CtrSVDD_0017_E_0000209,-4.1016793944
CtrSVDD_0018_E_0000210,-6.5551462004
CtrSVDD_0019_E_0000211,-1.0116207156
CtrSVDD_0020_E_0000212,-6.9257352638
CtrSVDD_0021_E_0000213,-7.1785318261
CtrSVDD_0022_E_0000214,-5.9119304376
CtrSVDD_0023_E_0000215,-6.2362685779
CtrSVDD_0024_E_0000216,-3.4928426340
CtrSVDD_0025_E_0000217,-6.7965777802
CtrSVDD_0026_E_0000218,-8.6333776726
CtrSVDD_0027_E_0000219,-5.5149553505
CtrSVDD_0028_E_0000220,-6.2961925412
CtrSVDD_0029_E_0000221,-7.0969142709
CtrSVDD_0030_E_0000222,-5.3666533977
CtrSVDD_0031_E_0000223,-7.4898521004
CtrSVDD_0032_E_0000224,-4.0534299042
CtrSVDD_0033_E_0000225,-7.0494594784
CtrSVDD_0034_E_0000226,-2.5301147277
CtrSVDD_0035_E_0000227,-6.0200199481
CtrSVDD_0036_E_0000228,-7.1772533599
CtrSVDD_0037_E_0000229,-4.5505920085
CtrSVDD_0038_E_0000230,-7.0314796447
CtrSVDD_0039_E_0000231,-4.7653650409
CtrSVDD_0040_E_0000232,-0.5309923114
CtrSVDD_0041_E_0000233,-4.6897367782
CtrSVDD_0042_E_0000234,-0.4412387283
CtrSVDD_0043_E_0000235,-7.5674463065
CtrSVDD_0044_E_0000236,-6.9232793968
CtrSVDD_0045_E_0000237,-6.9221231660
CtrSVDD_0046_E_0000238,-5.9342783819
CtrSVDD_0047_E_0000239,-5.1313566894
CtrSVDD_0000_E_0000240,-2.4941341101
CtrSVDD_0001_E_0000241,-4.5213804015
CtrSVDD_0002_E_0000242,-6.7531869211
CtrSVDD_0003_E_0000243,0.2288793099
CtrSVDD_0004_E_0000244,-6.3824595698
CtrSVDD_0005_E_0000245,-5.0398280343
CtrSVDD_0006_E_0000246,-7.0046010255
CtrSVDD_0007_E_0000247,-0.4520573351
CtrSVDD_0008_E_0000248,-5.8409385022
CtrSVDD_0009_E_0000249,-0.4381572148
CtrSVDD_0010_E_0000250,-4.5920377389
CtrSVDD_0011_E_0000251,-6.3735356498
CtrSVDD_0012_E_0000252,-6.4135394759
CtrSVDD_0013_E_0000253,-9.0486067558
CtrSVDD_0014_E_0000254,0.2610099665
CtrSVDD_0015_E_0000255,-6.4029314569
CtrSVDD_0016_E_0000256,-8.0577680405
CtrSVDD_0017_E_0000257,-4.7031045272
CtrSVDD_0018_E_0000258,-4.9290240817
CtrSVDD_0019_E_0000259,-7.5755545997
CtrSVDD_0020_E_0000260,-2.3421002435
CtrSVDD_0021_E_0000261,-3.3941436182
CtrSVDD_0022_E_0000262,-3.7519482022
CtrSVDD_0023_E_0000263,0.5873285288
CtrSVDD_0024_E_0000264,-3.2726071339
CtrSVDD_0025_E_0000265,-4.6981954122
CtrSVDD_0026_E_0000266,-7.5873419809
CtrSVDD_0027_E_0000267,1.1329042518
CtrSVDD_0028_E_0000268,-7.0558607382
CtrSVDD_0029_E_0000269,-5.6969858552
CtrSVDD_0030_E_0000270,-6.2585474056
CtrSVDD_0031_E_0000271,-7.0826896191
CtrSVDD_0032_E_0000272,-5.3514977281
CtrSVDD_0033_E_0000273,-6.0746660120
CtrSVDD_0034_E_0000274,-7.4048542937
CtrSVDD_0035_E_0000275,-1.4404493626
CtrSVDD_0036_E_0000276,-6.7575730657
CtrSVDD_0037_E_0000277,-6.7808577606
CtrSVDD_0038_E_0000278,-6.2511219214
CtrSVDD_0039_E_0000279,-7.6697367545
CtrSVDD_0040_E_0000280,-6.0053588200
CtrSVDD_0041_E_0000281,-5.9334009311
CtrSVDD_0042_E_0000282,-3.1080453589
CtrSVDD_0043_E_0000283,-5.6174209654
CtrSVDD_0044_E_0000284,-7.0098328180
CtrSVDD_0045_E_0000285,-6.6003669361
CtrSVDD_0046_E_0000286,-7.0259358956
CtrSVDD_0047_E_0000287,-4.9930863762
CtrSVDD_0000_E_0000288,-1.9682764802
CtrSVDD_0001_E_0000289,-5.1867804381
CtrSVDD_0002_E_0000290,-8.1163816266
CtrSVDD_0003_E_0000291,-7.6061501302
CtrSVDD_0004_E_0000292,-6.2538702947
CtrSVDD_0005_E_0000293,-4.9107287233
CtrSVDD_0006_E_0000294,-6.9412549272
CtrSVDD_0007_E_0000295,-8.1741872907
CtrSVDD_0008_E_0000296,-6.7025073521
CtrSVDD_0009_E_0000297,-3.2232391027
CtrSVDD_0010_E_0000298,-2.9707740526
CtrSVDD_0011_E_0000299,-4.1023614452
CtrSVDD_0012_E_0000300,-5.7378726840
CtrSVDD_0013_E_0000301,-6.7296041762
CtrSVDD_0014_E_0000302,-5.1255803185
CtrSVDD_0015_E_0000303,-3.0290968280
CtrSVDD_0016_E_0000304,-0.0314779298
CtrSVDD_0017_E_0000305,1.0863057363
CtrSVDD_0018_E_0000306,-3.2265619238
CtrSVDD_0019_E_0000307,-4.2326490903
CtrSVDD_0020_E_0000308,-5.9597668187
CtrSVDD_0021_E_0000309,-5.7624509449
CtrSVDD_0022_E_0000310,-5.4903283213
CtrSVDD_0023_E_0000311,-4.4650705727
CtrSVDD_0024_E_0000312,-6.8970130874
CtrSVDD_0025_E_0000313,-4.5462833210
CtrSVDD_0026_E_0000314,1.0676050914
CtrSVDD_0027_E_0000315,0.0006993941
CtrSVDD_0028_E_0000316,-7.0701138571
CtrSVDD_0029_E_0000317,-4.9314338596
CtrSVDD_0030_E_0000318,0.0253011288
CtrSVDD_0031_E_0000319,-5.1773789304
CtrSVDD_0032_E_0000320,1.2269915574
CtrSVDD_0033_E_0000321,-2.5843827566
CtrSVDD_0034_E_0000322,-7.4879347782
CtrSVDD_0035_E_0000323,-0.1714530728
CtrSVDD_0036_E_0000324,-4.9984680511
CtrSVDD_0037_E_0000325,-6.6826744897
CtrSVDD_0038_E_0000326,-6.1794343069
CtrSVDD_0039_E_0000327,-6.0964750365
CtrSVDD_0040_E_0000328,-7.3715632058
CtrSVDD_0041_E_0000329,-8.3569304581
CtrSVDD_0042_E_0000330,-6.6119294359
CtrSVDD_0043_E_0000331,-0.5358302223
CtrSVDD_0044_E_0000332,0.4520573351
CtrSVDD_0045_E_0000333,-5.4707538619
CtrSVDD_0046_E_0000334,-6.4969466236
CtrSVDD_0047_E_0000335,-6.8715964725
CtrSVDD_0000_E_0000336,-0.6759748282
CtrSVDD_0001_E_0000337,-3.1252874486
CtrSVDD_0002_E_0000338,-7.2288418778
CtrSVDD_0003_E_0000339,-3.7198342575
CtrSVDD_0004_E_0000340,-4.5770517906
CtrSVDD_0005_E_0000341,1.0056070009
CtrSVDD_0006_E_0000342,-0.7363864709
CtrSVDD_0007_E_0000343,-3.2076612579
CtrSVDD_0008_E_0000344,-3.7972201990
CtrSVDD_0009_E_0000345,-7.7174824614
CtrSVDD_0010_E_0000346,-5.9393964711
CtrSVDD_0011_E_0000347,-7.4726348414
CtrSVDD_0012_E_0000348,-6.6598170557
CtrSVDD_0013_E_0000349,-8.0772273662
CtrSVDD_0014_E_0000350,-7.6555101282
CtrSVDD_0015_E_0000351,2.2065752165
CtrSVDD_0016_E_0000352,-6.3181763179
CtrSVDD_0017_E_0000353,-7.8630714170
CtrSVDD_0018_E_0000354,-2.9559744238
CtrSVDD_0019_E_0000355,-5.9706732678
CtrSVDD_0020_E_0000356,0.1043990475
CtrSVDD_0021_E_0000357,-6.1729800158
CtrSVDD_0022_E_0000358,-7.2534843968
CtrSVDD_0023_E_0000359,-6.1368786003
CtrSVDD_0024_E_0000360,1.1015730699
CtrSVDD_0025_E_0000361,-5.4877926550
CtrSVDD_0026_E_0000362,-5.3843326547
CtrSVDD_0027_E_0000363,-5.4445086232
CtrSVDD_0028_E_0000364,-0.1821452351
CtrSVDD_0029_E_0000365,-6.8315052091
CtrSVDD_0030_E_0000366,-1.5643068011
CtrSVDD_0031_E_0000367,0.4014918522
CtrSVDD_0032_E_0000368,-6.1184321035
CtrSVDD_0033_E_0000369,-4.0014270627
CtrSVDD_0034_E_0000370,-7.0958929829
CtrSVDD_0035_E_0000371,-6.0214876961
CtrSVDD_0036_E_0000372,-7.1380174530
CtrSVDD_0037_E_0000373,-4.9816669338
CtrSVDD_0038_E_0000374,-5.6863316440
CtrSVDD_0039_E_0000375,-5.4202914905
CtrSVDD_0040_E_0000376,-5.1544983199
CtrSVDD_0041_E_0000377,-5.5769515380
CtrSVDD_0042_E_0000378,-6.9211513881
CtrSVDD_0043_E_0000379,-2.9146525252
CtrSVDD_0044_E_0000380,-7.5090596549
CtrSVDD_0045_E_0000381,-7.9302830201
CtrSVDD_0046_E_0000382,-6.1877124124
CtrSVDD_0047_E_0000383,-5.5132232545
CtrSVDD_0000_E_0000384,-3.9178702153
CtrSVDD_0001_E_0000385,1.3608879341
CtrSVDD_0002_E_0000386,0.1156573525
CtrSVDD_0003_E_0000387,-4.4636438887
CtrSVDD_0004_E_0000388,-6.2126378164
CtrSVDD_0005_E_0000389,-4.1718690227
CtrSVDD_0006_E_0000390,-5.9626962328
CtrSVDD_0007_E_0000391,-4.8822942463
CtrSVDD_0008_E_0000392,-5.6671916303
CtrSVDD_0009_E_0000393,-0.0973694111
CtrSVDD_0010_E_0000394,-6.2063975858
CtrSVDD_0011_E_0000395,-8.5097475360
CtrSVDD_0012_E_0000396,-6.3249575379
CtrSVDD_0013_E_0000397,-0.2916468333
CtrSVDD_0014_E_0000398,-1.7992027972
CtrSVDD_0015_E_0000399,-6.1165083113
CtrSVDD_0016_E_0000400,-3.6306194852
CtrSVDD_0017_E_0000401,-3.1355779860
CtrSVDD_0018_E_0000402,-6.0899423569
CtrSVDD_0019_E_0000403,-1.6812668794
CtrSVDD_0020_E_0000404,-8.3748287173
CtrSVDD_0021_E_0000405,-5.4568486820
CtrSVDD_0022_E_0000406,-6.9722004355
CtrSVDD_0023_E_0000407,-7.3277235255
CtrSVDD_0024_E_0000408,-5.4423632829
CtrSVDD_0025_E_0000409,-6.5125973785
CtrSVDD_0026_E_0000410,0.7698207150
CtrSVDD_0027_E_0000411,0.6184597510
CtrSVDD_0028_E_0000412,0.6475143547
CtrSVDD_0029_E_0000413,-4.2665552881
CtrSVDD_0030_E_0000414,-5.4953805328
CtrSVDD_0031_E_0000415,-7.7509948001
CtrSVDD_0032_E_0000416,-8.6172497997
CtrSVDD_0033_E_0000417,2.0099263107
CtrSVDD_0034_E_0000418,-8.3616363223
CtrSVDD_0035_E_0000419,-5.7638998380
CtrSVDD_0036_E_0000420,-7.1483081279
CtrSVDD_0037_E_0000421,-5.1974916820
CtrSVDD_0038_E_0000422,-6.8184343676
CtrSVDD_0039_E_0000423,1.3611489816
CtrSVDD_0040_E_0000424,-0.1015865932
CtrSVDD_0041_E_0000425,-5.5928911650
CtrSVDD_0042_E_0000426,-5.2773346161
CtrSVDD_0043_E_0000427,-6.8203386333
CtrSVDD_0044_E_0000428,-9.3441445235
CtrSVDD_0045_E_0000429,-7.1055571418
CtrSVDD_0046_E_0000430,-6.5090207909
CtrSVDD_0047_E_0000431,-7.5772119609
CtrSVDD_0000_E_0000432,-7.8709150978
CtrSVDD_0001_E_0000433,-6.7283158474
CtrSVDD_0002_E_0000434,-5.8177110713
CtrSVDD_0003_E_0000435,-6.1700291700
CtrSVDD_0004_E_0000436,-7.2920903441
CtrSVDD_0005_E_0000437,-5.9181466588
CtrSVDD_0006_E_0000438,-4.8651165147
CtrSVDD_0007_E_0000439,-6.7086293020
CtrSVDD_0008_E_0000440,-5.3058300871
CtrSVDD_0009_E_0000441,-6.3642630531
CtrSVDD_0010_E_0000442,-0.0485973836
CtrSVDD_0011_E_0000443,-4.9708992210
CtrSVDD_0012_E_0000444,-6.2256583424
CtrSVDD_0013_E_0000445,-5.8865138467
CtrSVDD_0014_E_0000446,-6.6675726606
CtrSVDD_0015_E_0000447,-6.0509115046
CtrSVDD_0016_E_0000448,-5.2529547826
CtrSVDD_0017_E_0000449,0.9881020363
CtrSVDD_0018_E_0000450,-7.4265204589
CtrSVDD_0019_E_0000451,-0.1029927185
CtrSVDD_0020_E_0000452,-2.1984237888
CtrSVDD_0021_E_0000453,-3.8536635366
CtrSVDD_0022_E_0000454,-4.8350753609
CtrSVDD_0023_E_0000455,-6.6439053597
CtrSVDD_0024_E_0000456,-5.8095351448
CtrSVDD_0025_E_0000457,-4.5288036926
CtrSVDD_0026_E_0000458,1.5184291412
CtrSVDD_0027_E_0000459,-6.7049768517
CtrSVDD_0028_E_0000460,-6.6632032543
CtrSVDD_0029_E_0000461,-5.2586936016
CtrSVDD_0030_E_0000462,-4.0998726476
CtrSVDD_0031_E_0000463,-5.8763572101
CtrSVDD_0032_E_0000464,0.0055155674
CtrSVDD_0033_E_0000465,-5.0749752355
CtrSVDD_0034_E_0000466,-0.4848395315
CtrSVDD_0035_E_0000467,-3.6496705962
CtrSVDD_0036_E_0000468,-3.3475317824
CtrSVDD_0037_E_0000469,-4.6199915521
CtrSVDD_0038_E_0000470,-6.6264869015
CtrSVDD_0039_E_0000471,-4.7535531057
CtrSVDD_0040_E_0000472,-5.6212624815
CtrSVDD_0041_E_0000473,-1.3399994132
CtrSVDD_0042_E_0000474,-6.7912855908
CtrSVDD_0043_E_0000475,-0.8236186951
CtrSVDD_0044_E_0000476,-4.7565579224
CtrSVDD_0045_E_0000477,-4.9132924123
CtrSVDD_0046_E_0000478,-3.3845312358
CtrSVDD_0047_E_0000479,-3.2645516947
CtrSVDD_0000_E_0000480,-7.3256232158
CtrSVDD_0001_E_0000481,1.1905004250
CtrSVDD_0002_E_0000482,-6.1582104185
CtrSVDD_0003_E_0000483,-7.6519093298
CtrSVDD_0004_E_0000484,-3.9513373221
CtrSVDD_0005_E_0000485,-4.7724519562
CtrSVDD_0006_E_0000486,-5.9806359923
CtrSVDD_0007_E_0000487,-7.4824761775
CtrSVDD_0008_E_0000488,-6.0586356673
CtrSVDD_0009_E_0000489,-4.7240197520
CtrSVDD_0010_E_0000490,-2.0722370829
CtrSVDD_0011_E_0000491,-6.5903419074
CtrSVDD_0012_E_0000492,-6.5823628430
CtrSVDD_0013_E_0000493,-3.4722211241
CtrSVDD_0014_E_0000494,-7.2868536866
CtrSVDD_0015_E_0000495,-7.3672314825
CtrSVDD_0016_E_0000496,-5.0206186373
CtrSVDD_0017_E_0000497,-1.6421721102
CtrSVDD_0018_E_0000498,-6.2578049330
CtrSVDD_0019_E_0000499,-7.3787521870
CtrSVDD_0020_E_0000500,-6.0850298912
CtrSVDD_0021_E_0000501,-3.5356052535
CtrSVDD_0022_E_0000502,-5.8743142902
CtrSVDD_0023_E_0000503,-5.2637788378
CtrSVDD_0024_E_0000504,-1.7250450064
CtrSVDD_0025_E_0000505,-5.6450208861
CtrSVDD_0026_E_0000506,-2.2657965114
CtrSVDD_0027_E_0000507,0.2842384143
CtrSVDD_0028_E_0000508,-6.8523826771
CtrSVDD_0029_E_0000509,-4.6659098842
CtrSVDD_0030_E_0000510,0.1815220500
CtrSVDD_0031_E_0000511,-5.6693428426
CtrSVDD_0032_E_0000512,-6.4184463147
CtrSVDD_0033_E_0000513,-6.2082810162
CtrSVDD_0034_E_0000514,-4.9180367362
CtrSVDD_0035_E_0000515,-6.2283764324
CtrSVDD_0036_E_0000516,-5.4303648332
CtrSVDD_0037_E_0000517,-6.2314037473
CtrSVDD_0038_E_0000518,-5.4801468485
CtrSVDD_0039_E_0000519,-7.3525239189
CtrSVDD_0040_E_0000520,0.1082836437
CtrSVDD_0041_E_0000521,-1.6736510983
CtrSVDD_0042_E_0000522,-6.4675101292
CtrSVDD_0043_E_0000523,-6.3466984291
CtrSVDD_0044_E_0000524,-7.3644092013
CtrSVDD_0045_E_0000525,-7.2636788624
CtrSVDD_0046_E_0000526,-4.6298599664
CtrSVDD_0047_E_0000527,-4.9402003734
CtrSVDD_0000_E_0000528,0.5019121261
CtrSVDD_0001_E_0000529,-5.0714925814
CtrSVDD_0002_E_0000530,-6.1191889280
CtrSVDD_0003_E_0000531,-6.0419967279
CtrSVDD_0004_E_0000532,-7.6023549953
CtrSVDD_0005_E_0000533,-3.1560419289
CtrSVDD_0006_E_0000534,-6.5419626124
CtrSVDD_0007_E_0000535,-6.6802302003
CtrSVDD_0008_E_0000536,-5.6498400062
CtrSVDD_0009_E_0000537,-4.9855937781
CtrSVDD_0010_E_0000538,0.4943008145
CtrSVDD_0011_E_0000539,1.0589544258
CtrSVDD_0012_E_0000540,-6.6824826171
CtrSVDD_0013_E_0000541,-6.6564940935
CtrSVDD_0014_E_0000542,-7.4804459037
CtrSVDD_0015_E_0000543,-7.4578442462
CtrSVDD_0016_E_0000544,-6.1347616879
CtrSVDD_0017_E_0000545,-7.3917826694
CtrSVDD_0018_E_0000546,-5.3886362188
CtrSVDD_0019_E_0000547,-4.0644675024
CtrSVDD_0020_E_0000548,-4.9594212319
CtrSVDD_0021_E_0000549,-5.7816432571
CtrSVDD_0022_E_0000550,-3.6005024639
CtrSVDD_0023_E_0000551,-2.0462009173
CtrSVDD_0024_E_0000552,-6.6443137018
CtrSVDD_0025_E_0000553,-6.5624165860
CtrSVDD_0026_E_0000554,-4.3377376822
CtrSVDD_0027_E_0000555,-7.0064315665
CtrSVDD_0028_E_0000556,-5.9440510261
CtrSVDD_0029_E_0000557,-6.1106615349
CtrSVDD_0030_E_0000558,-5.4371241638
CtrSVDD_0031_E_0000559,-6.1522914765
CtrSVDD_0032_E_0000560,-0.0931539598
